tipo,fecha,id_tuit,id_conversacion,cuenta_origen,texto,referencia_anuncio,likes,rts
MENCION_DIRECTA,2026-03-09 21:12:22+00:00,2031115902687600773,2031115902687600773,Emova_arg,"@Emova_arg la concha de tu madre, 10 minutos parados en cada estación hdp",,0,0
MENCION_DIRECTA,2026-03-09 21:10:30+00:00,2031115436255830075,2031091217635680674,Emova_arg,"@rockmetommyboy @jorgemacri @Emova_arg Perdón de las cloacas quise se ocupa GCBA, Emova o Aysa??",,3,0
MENCION_DIRECTA,2026-03-09 21:10:24+00:00,2031115409693294644,2031091217635680674,Emova_arg,"@rockmetommyboy @jorgemacri @Emova_arg Hace meses que se huele que algo espantoso estaba por suceder… En Agüero, Bulnes, Scalabrini tambien se huele…",,22,3
MENCION_DIRECTA,2026-03-09 21:08:06+00:00,2031114830824734860,2031091217635680674,Emova_arg,@rockmetommyboy @jorgemacri @Emova_arg Esto fue recién?,,4,0
MENCION_DIRECTA,2026-03-09 21:04:23+00:00,2031113894140272865,2031049839186706727,Emova_arg,@puduespejo @fau_rivadeneira @emilianomensor @Emova_arg @jorgemacri @AguanteCerebro Bueno conmigo te equivocas. Vengo denunciando lo mal que está el Subte desde que Macri era Presidente.  Cada vez esta peor. Y jamas fue GRATIS !!!! Asi que me parece que hablas son saber.,,0,0
MENCION_DIRECTA,2026-03-09 21:00:02+00:00,2031112801394065799,2031054462282760560,Emova_arg,"@Sr_Esquina @chichomanu @Emova_arg No anda. En Plaza Italia tienen 4 molinetes con lector de QR, ninguno toma ninguna aplicación",,0,0
MENCION_DIRECTA,2026-03-09 20:58:28+00:00,2031112406248677562,2031112406248677562,Emova_arg,"Linea  B circula con demora, excelente @jorgemacri  @Emova_arg",,0,0
MENCION_DIRECTA,2026-03-09 20:56:43+00:00,2031111964626211242,2031111964626211242,Emova_arg,"@Emova_arg devuelvan la plata de los pasajeros , siempre lo mismo con las demoras y problemas técnicos",,0,0
MENCION_DIRECTA,2026-03-09 20:54:02+00:00,2031111290668675207,2031049839186706727,Emova_arg,"@fau_rivadeneira @alejandra158711 @emilianomensor @Emova_arg @jorgemacri @AguanteCerebro Por tu reacción intempestiva digo. Igual me causan gracia los que empiezan a ver lo mal que están muchas cosas cuándo gobierna alguien que no les gusta. Siempre fue así,  que antes cuándo era gratis no te importara es otro tema.",,0,0
MENCION_DIRECTA,2026-03-09 20:50:46+00:00,2031110469222645819,2031110469222645819,Emova_arg,"Che.. nadie me avisó que en las nuevas reformas del subte - línea D, pueyrredón - venía incluída una pileta olímpica. Ni en Suiza. Felicitaciones @jorgemacri @Emova_arg !  Increíble gestión. 👍 https://t.co/3zxGjAjwK7",,0,0
MENCION_DIRECTA,2026-03-09 20:48:30+00:00,2031109897400582347,2031109897400582347,Emova_arg,"Venecia en el Subte D. Que desastre que son todos. Se viaja para la mierda, las estaciones son una mugre y los vagones dan asco @Emova_arg @jorgemacri y ahora todo inundada la vía. https://t.co/V2hrXZHni5",,1,0
MENCION_DIRECTA,2026-03-09 20:44:09+00:00,2031108804272611613,2031108804272611613,Emova_arg,"Hola @Emova_arg Mirá la mugre del subte D. Olleros, 17:43 mano a Congreso de Tucumán. https://t.co/3ev0hKqyOn",,7,2
MENCION_DIRECTA,2026-03-09 20:41:38+00:00,2031108171029172234,2031108171029172234,Emova_arg,"@Emova_arg Subte B, 17:30  Estación Pasteur AUDITEN TODO  #VamosAAuditarElSubte @AguanteCerebro https://t.co/oQJDhMCzJM",,0,0
MENCION_DIRECTA,2026-03-09 20:40:19+00:00,2031107839452663836,2031107839452663836,Emova_arg,@Emova_arg Estación Florida línea B no posee baños habilitados. Desde boletería informan que los baños no existen y se usan de depósito. Me informan la situación real del mismo? https://t.co/GtUEZoriMV,,0,0
MENCION_DIRECTA,2026-03-09 20:32:55+00:00,2031105977353658505,2031063622579810752,Emova_arg,"@vilmagallo @AguanteCerebro ¿Y los supervisores, jerárquicos y el directorio de @Emova_arg ?",,7,0
MENCION_DIRECTA,2026-03-09 20:22:19+00:00,2031103307305963771,2031049839186706727,Emova_arg,@alejandra158711 @EugenioBolletti @Emova_arg @jorgemacri @AguanteCerebro Yo lo veo iluminado,,0,0
MENCION_DIRECTA,2026-03-09 20:21:34+00:00,2031103118373433848,2031103118373433848,Emova_arg,"@Emova_arg hdp están con demora, son las 17 15 hs estamos en alem esperando hace 15 minutos",,0,0
MENCION_DIRECTA,2026-03-09 20:21:12+00:00,2031103029353586708,2031049839186706727,Emova_arg,@GustavoGiorda15 @alejandra158711 @JavierBlancoOK @Emova_arg @jorgemacri @AguanteCerebro EMPEZÓ TEMPRANO LA CAMPAÑA?,,0,0
MENCION_DIRECTA,2026-03-09 20:09:53+00:00,2031100180536152076,2031049839186706727,Emova_arg,@puduespejo @fau_rivadeneira @emilianomensor @Emova_arg @jorgemacri @AguanteCerebro Claro. El problema es lo mas que se viaja.,,0,0
MENCION_DIRECTA,2026-03-09 20:07:44+00:00,2031099637352841475,2031049839186706727,Emova_arg,"@fau_rivadeneira @alejandra158711 @emilianomensor @Emova_arg @jorgemacri @AguanteCerebro El problema de esta chica no es el precio del boleto, es mucho más grave.",,1,0
MENCION_DIRECTA,2026-03-09 20:07:03+00:00,2031099467168993300,2031049839186706727,Emova_arg,@alejandra158711 @Emova_arg @jorgemacri @AguanteCerebro Tenes problemas cognitivos ?,,0,0
MENCION_DIRECTA,2026-03-09 20:04:57+00:00,2031098939441553455,2031098939441553455,Emova_arg,"@Emova_arg para que algo ""redundante"" funcione mal, preferible que no funcione. Si el personal de Emova no está capacitado para tener en correcto funcionamiento el sistema que anuncia la próxima estación,  déjenlo apagado.",,1,0
MENCION_DIRECTA,2026-03-09 20:03:09+00:00,2031098485081014303,2031075869465137226,Emova_arg,@AguanteCerebro @Emova_arg hagan algo.,,0,0
MENCION_DIRECTA,2026-03-09 19:58:30+00:00,2031097316040454288,2031049839186706727,Emova_arg,@alejandra158711 @emilianomensor @Emova_arg @jorgemacri @AguanteCerebro Estación y no es necesario insultar,,0,0
MENCION_DIRECTA,2026-03-09 19:57:39+00:00,2031097100000215323,2031049839186706727,Emova_arg,@alejandra158711 @Emova_arg @jorgemacri @AguanteCerebro menos de 1 dólar el pasaje? re barato. el costo es de 2 dólares.,,0,0
MENCION_DIRECTA,2026-03-09 19:42:14+00:00,2031093220529287410,2031078890181972455,Emova_arg,@AguanteCerebro @pberecia Cada día peor !!! @Emova_arg es un desastre,,1,0
MENCION_DIRECTA,2026-03-09 19:35:40+00:00,2031091570577940486,2031090057445077037,Emova_arg,@AguanteCerebro Hace MESES se viene advirtiendo de la pérdida cloacal del túnel. @Emova_arg y @gcba decidieron ignorar por completo mientras siguen subiendo el boleto  https://t.co/ciBuXJcoir,,1,0
MENCION_DIRECTA,2026-03-09 19:34:16+00:00,2031091217635680674,2031091217635680674,Emova_arg,"🚨🚨🚨URGENTE 🚨🚨🚨  TERMINO DE INUNDARSE LA ESTACION PUEYRREDON DE LA D, AMBOS ANDENES COMPLETAMENTE REPLETOS DE RESTOS CLOACALES QUE HACE MESES PERDIAN EN AMBOS TUNELES, ES UN PELIGRO  SOS UN INEPTO @jorgemacri @Emova_arg https://t.co/C2FwpiMmKA",,231,87
MENCION_DIRECTA,2026-03-09 19:34:00+00:00,2031091149545341198,2031049839186706727,Emova_arg,@alejandra158711 @Emova_arg @jorgemacri @AguanteCerebro Menos mal a tenemos el tren bala!!,,1,0
MENCION_DIRECTA,2026-03-09 19:29:02+00:00,2031089897646276815,2031049839186706727,Emova_arg,@alejandra158711 @Emova_arg @jorgemacri @AguanteCerebro Eso lo tendrían que pedir los que viajan con vos... Prefiero La Lamia,,0,0
MENCION_DIRECTA,2026-03-09 19:26:18+00:00,2031089209553953239,2031049839186706727,Emova_arg,@alejandra158711 @Emova_arg @jorgemacri @AguanteCerebro Deben haber apagado la luz para que no se vea que está todo inundado de soretes porque debe haber un caño roto o alguna cosa ahí porque hay un olor a la mierda impresionante y el otro día uno mandó una foto de las vías ahí a donde está oscuro y todo inundado estaba.,,0,0
MENCION_DIRECTA,2026-03-09 19:11:45+00:00,2031085551579779391,2031049839186706727,Emova_arg,"@alejandra158711 @Emova_arg @jorgemacri @AguanteCerebro Buenisimas las fotos, te puedo contratar para mi casamiento?",,1,0
MENCION_DIRECTA,2026-03-09 19:11:24+00:00,2031085462454964711,2031085462454964711,Emova_arg,"Que desastre son @Emova_arg @jorgemacri Pueyrredón Línea D, mano a C. De Tucumán inundada @BastadeDemoler https://t.co/HscqP6EMBs",,0,0
MENCION_DIRECTA,2026-03-09 19:00:40+00:00,2031082761373540507,2031082761373540507,Emova_arg,@AguanteCerebro seguimos auditado.  El robo del siglo @Emova_arg @gcba @jorgemacri https://t.co/H7xRT4urd4,,0,0
MENCION_DIRECTA,2026-03-09 18:59:20+00:00,2031082426298982729,2031082426298982729,Emova_arg,@dzapatillas como van a negar un baño a una persona discapacitada 🤦🏻‍♂️ cc @gcba @ibaistrocchi @Emova_arg @jorgemacri #Subte #CABA #BuenosAires https://t.co/cJvzts8gMS,,0,0
MENCION_DIRECTA,2026-03-09 18:45:55+00:00,2031079050211459578,2031049839186706727,Emova_arg,@alejandra158711 @Emova_arg @jorgemacri @AguanteCerebro Olor a mierda permanente,,0,0
MENCION_DIRECTA,2026-03-09 18:39:51+00:00,2031077523098907063,2031049839186706727,Emova_arg,"@alejandra158711 @JavierBlancoOK @Emova_arg @jorgemacri @AguanteCerebro El subte es una mugre! Sucio mal olor, vagos durmiendo todo el día, oscuro, muchas veces las escaleras mecánicas no funcionan, los trenes viejos e incómodo!!!! Deberían ponerle más interés, más inversión, limpieza y seguridad!",,1,0
MENCION_DIRECTA,2026-03-09 18:39:32+00:00,2031077440882159683,2031077440882159683,Emova_arg,@Emova_arg linea D frenada. En pueyrredon sentido congreso. Causa,,1,0
MENCION_DIRECTA,2026-03-09 18:23:37+00:00,2031073434864636272,2031049839186706727,Emova_arg,"@emilianomensor @Emova_arg @jorgemacri @AguanteCerebro Y vos andate a la puta madre que te parió !!!! Está bien escrito, no ???? IMBÉCIL  !!!!!",,1,0
MENCION_DIRECTA,2026-03-09 18:21:39+00:00,2031072941912297485,2031049839186706727,Emova_arg,"@DolarizadoX @alejandra158711 @Emova_arg @jorgemacri En el metro de Santiago, cuya red cuadruplica la porteña, además de tener un servicio impecable, el valor del pasaje va de 0,75 a 0,95 dólares.",,1,0
MENCION_DIRECTA,2026-03-09 18:20:52+00:00,2031072745799221531,2031049839186706727,Emova_arg,"@emilianomensor @alejandra158711 @Emova_arg @jorgemacri @AguanteCerebro Ponele, ...pero tiene razón. El subte es un desastre y en las estaciones que hacen ""Renovación Integral"" muchas veces quedan peor que antes de cada intervención.",,0,0
MENCION_DIRECTA,2026-03-09 18:18:29+00:00,2031072145086746665,2031049839186706727,Emova_arg,"@alejandra158711 @AguanteCerebro @Emova_arg @jorgemacri Nada, una miseria, debería estar 3k",,0,0
MENCION_DIRECTA,2026-03-09 18:16:02+00:00,2031071528486363319,2031049839186706727,Emova_arg,@alejandra158711 @Emova_arg @jorgemacri @AguanteCerebro Italpark era mas caro,,0,0
MENCION_DIRECTA,2026-03-09 18:09:26+00:00,2031069867869159698,2031049839186706727,Emova_arg,"@alejandra158711 @Emova_arg @jorgemacri @AguanteCerebro Escribi mejor, después postea.",,2,0
MENCION_DIRECTA,2026-03-09 17:56:38+00:00,2031066645859275262,2031049839186706727,Emova_arg,@alejandra158711 @Emova_arg @jorgemacri @AguanteCerebro Toda de Roggio y los Macri,,0,0
MENCION_DIRECTA,2026-03-09 17:40:54+00:00,2031062687782928550,2031049839186706727,Emova_arg,@alejandra158711 @Emova_arg @jorgemacri @AguanteCerebro CABA CIUDAD FISURA @jorgemacri @gcba @claramuzzio @ibaistrocchi @proargentina @lauritalonso @cominvillanueva @MHPineiro @bacomunas,,0,0
MENCION_DIRECTA,2026-03-09 17:34:09+00:00,2031060989349679542,2031054462282760560,Emova_arg,@chichomanu @Emova_arg No anda el QR o no quieren que se use por las demoras qué genera?,,10,0
MENCION_DIRECTA,2026-03-09 17:08:13+00:00,2031054462282760560,2031054462282760560,Emova_arg,"Ahhh!! Las delicias de @Emova_arg y los carteles avisando que ""NO QR"" 🤡🤡 https://t.co/UHvWD2grxh",,304,15
MENCION_DIRECTA,2026-03-09 16:58:23+00:00,2031051988507730194,2031049839186706727,Emova_arg,@alejandra158711 @AguanteCerebro @Emova_arg @jorgemacri Haces un 2×1 viaje y entretenimiento 🙈🙈🙈,,0,0
MENCION_DIRECTA,2026-03-09 16:54:59+00:00,2031051133284675695,2031049839186706727,Emova_arg,@alejandra158711 @Emova_arg @jorgemacri @AguanteCerebro Qué asco da el subte,,0,0
MENCION_DIRECTA,2026-03-09 16:49:51+00:00,2031049839186706727,2031049839186706727,Emova_arg,ESTACIIN PUEYRREDON  DE LA LINEA D TOTALMENTE A OSCURAS. PARECE EL TREN FANTASMA !!!! $1360 EL PASAJE !!!!! @Emova_arg  @jorgemacri  @AguanteCerebro https://t.co/SHYXvB7UVZ,,187,77
MENCION_DIRECTA,2026-03-09 16:43:30+00:00,2031048243614753152,2031048243614753152,Emova_arg,"Los CARADURAS de @Emova_arg  te pasan la publicidad en el subte de que ya 14 Estaciones fueron renovadas, para que viajemos mejor !!!!! Son unos DELINCUENTES CHORROS DE MIERDA !!!! Cada Estación renovada se cae a pedazos. Cada vez se viaja peor !!!!! INUTILES CHORROS DE MIERDA !!",,2,0
MENCION_DIRECTA,2026-03-09 16:22:17+00:00,2031042903867363377,2031042903867363377,Emova_arg,@Emova_arg  hace semanas que esto está sin funcionar. Salida de andén de estación Palermo. https://t.co/TVJN4qJ0nd,,0,0
MENCION_DIRECTA,2026-03-09 14:44:59+00:00,2031018417503826225,2030941679146951103,Emova_arg,@jotaleonetti @Emova_arg Vos SOS #machirulo,,0,0
MENCION_DIRECTA,2026-03-09 12:49:44+00:00,2030989410318139805,2030961900784165341,Emova_arg,"@Rivadavia630 @ignacioortelli Comparto Nacho! Pq no entrevistas también a @jorgemacri y le preguntas sobre el pésimo funcionamiento de los subtes (escaleras mecánicas, ascensores, detenciones técnicas, malas frecuencias, pésimas y tardías renovaciones de estaciones, etc), pagamos a @Emova_arg y es un desastre",,7,1
MENCION_DIRECTA,2026-03-09 12:17:44+00:00,2030981357468287239,2030981357468287239,Emova_arg,@Emova_arg otro dia más sin escalera mecánica en subte B estación Rosas‼️ https://t.co/GNwDndSstq,,1,0
MENCION_DIRECTA,2026-03-09 11:48:32+00:00,2030974009769082984,2030974009769082984,Emova_arg,"@Emova_arg @jorgemacri nunca funciona el aire en el subte B ,que servicio de mierda qué dan , ya creo que lo hacen a propósito.  HDP .",,0,0
MENCION_DIRECTA,2026-03-09 11:21:10+00:00,2030967124559007944,2030941679146951103,Emova_arg,Desde @Emova_arg informan que Araceli Pintos tuvo durante su período de prueba reiterados incumplimientos en sus tareas y por eso tomó la decisión de no incorporar de manera efectiva como empleada del #subte. 🚇,,7,2
MENCION_DIRECTA,2026-03-09 09:34:25+00:00,2030940260817891451,2030940260817891451,Emova_arg,"Subte D. $1363 por esto. Los asientos también están sucios llenos de tierra y migas. Reitero, pagamos $1363 por esto. @Emova_arg https://t.co/X1dYtXUnwH",,0,0
MENCION_DIRECTA,2026-03-09 09:24:16+00:00,2030937703152246807,2030937703152246807,Emova_arg,"Seguimos peleando por la reincorporación de Araceli Pintos, trabajadora despedida por @Emova_arg después de denunciar abuso sexual de parte de un policia. Hoy desde las 7 hs apertura de molinetes en estación Congreso de Tucumán en el marco de la jornada de lucha por el 8M. https://t.co/OhdF3MbOxU",,8,4
MENCION_DIRECTA,2026-03-08 20:34:32+00:00,2030743996788535726,2030737114946511207,Emova_arg,"@jnuary8th @Emova_arg que arreglen la escalera de diagonal norte hacia la D, está ROTA hace meses",,0,0
MENCION_DIRECTA,2026-03-08 20:07:12+00:00,2030737114946511207,2030737114946511207,Emova_arg,"Estación Primera Junta. Persona fumando en el andén, Domingo 8 de Marzo. ¿Dónde mierda están los auxiliares de la estación? @Emova_arg https://t.co/qF88irxCS3",,0,0
MENCION_DIRECTA,2026-03-08 17:10:46+00:00,2030692714753184043,2030119999600218138,Emova_arg,@Chivy_1991 @clarincom @jorgemacri @Emova_arg Medrano tenía sus cerámicos intactos debajo del revestimiento y la pintura. Rompieron todo. https://t.co/MvqrYoQVIt,,0,0
MENCION_DIRECTA,2026-03-08 16:52:44+00:00,2030688178986754063,2030119999600218138,Emova_arg,"@Chivy_1991 @clarincom @jorgemacri @Emova_arg Las estaciones de la línea B son de 1930, había que devolverlas a su aspecto original, no hacer las estupideces que están haciendo.... https://t.co/EhbIb800JL",,0,0
MENCION_DIRECTA,2026-03-08 12:23:46+00:00,2030620491140984859,2030362751026004220,Emova_arg,@AguanteCerebro @pberecia Los baños x favor. Siempre clausurados o los empleados de ventanillas no las abren y tampoco te resuelven nada. @Emova_arg,,0,0
MENCION_DIRECTA,2026-03-08 04:05:32+00:00,2030495103236669884,2030402075549384903,Emova_arg,@SantiForrester_ Mucha nota pero ni siquieras arroban a @Emova_arg ?????,,0,0
MENCION_DIRECTA,2026-03-08 00:18:13+00:00,2030437901016691173,2030119999600218138,Emova_arg,"@clarincom Para los q amamos la danza estas obras nos movilizaban c/ vez que íbamos en subte y ni hablar de como nos representa ante los turistas. Pasé hace unos días y vi que están ""renovando"", cada renovación está volviendo la ciudad más gris, sin color, sin vida.  @jorgemacri @Emova_arg https://t.co/JrDGtEEVJa",,2,0
MENCION_DIRECTA,2026-03-08 00:01:11+00:00,2030433613049667684,2030402075549384903,Emova_arg,@SantiForrester_ cierra estaciones por meses y cuando vuelven parece haber habido una humilde limpieza y no mucho mas... 2026 y practicamente ninguna estación tiene WIFI @jorgemacri @Emova_arg   inútiles .. eso para no mencionar que hay que adivinar si funcionan o no las escaleras mecánicas,,10,2
MENCION_DIRECTA,2026-03-08 00:00:07+00:00,2030433342374433125,2030402075549384903,Emova_arg,"@SantiForrester_ Ineficiencia de los empleados, a nivel general, son inéptos, vagos y saben que como entraron acomodados no los van a hechar.  La mugre y lo abandonado que estan es gracias a la ineficiencia de @gcba y @Emova_arg .  Nunca se vió al subte en peores condiciones. Ni que hablar de que",,7,0
MENCION_DIRECTA,2026-03-07 23:20:59+00:00,2030423496430399880,2030119999600218138,Emova_arg,@clarincom Por lo menos tiene un aspecto más limpio aunque ya sabemos que en manos de @Emova_arg alérgicos a los productos de limpieza a fin de año volverá a ser la cloaca de siempre,,0,0
MENCION_DIRECTA,2026-03-07 23:07:20+00:00,2030420059445682187,2030420059445682187,Emova_arg,"Estación Florida, Línea B... Hola @Emova_arg y @gcba, la estación de subte está en muy mal estado. Las paredes están súper descuidadas y hay agua en el piso, lo que puede ser peligroso para la gente que pasa... Para cuando la renovación? #subte #BuenosAires https://t.co/G9bQIuDa8A",,0,0
MENCION_DIRECTA,2026-03-07 20:10:31+00:00,2030375564498870666,2029761386860138970,Emova_arg,@clarincom @GonzaloOyola La estación congreso del subte A @Emova_arg se va a reinaugurar con la remodelación  con el nombre de Raúl Alfonsín ..,,2,1
MENCION_DIRECTA,2026-03-07 19:05:56+00:00,2030359310266515951,2030359310266515951,Emova_arg,"@Emova_arg suben los pasajes y apagan las escaleras?  Estación olleros, estación juramento ? Pésimo servicio",,0,0
MENCION_DIRECTA,2026-03-07 17:31:19+00:00,2030335499794039188,2030335499794039188,Emova_arg,@Emova_arg está esperando una tragedia para controlar los extintores? O esperamos las víctimas para actuar después? Vergüenza @jorgemacri @gcba https://t.co/nRGktpiY3J,,0,0
MENCION_DIRECTA,2026-03-07 16:58:44+00:00,2030327297551581398,2030233502243840192,Emova_arg,@hamelina_ Quedo peor.  Que ladrones son los de @Emova_arg   Y su socio acusado de lavada guita negra @jorgemacri,,0,0
MENCION_DIRECTA,2026-03-07 16:09:18+00:00,2030314860047733055,2030271771199582417,Emova_arg,@AguanteCerebro qué cabezas van a roDar ?  la De los hijos De los supervisores '  la De las trolas q se cogieron y ahora laburan en mantenimiento . o la De @Emova_arg y @jorgemacri por seguir hacienDo que el subte este en su peor momento histórico. y ya PROMOCIONABAN LA F ( Gastaron millones ),,0,0
MENCION_DIRECTA,2026-03-07 14:55:28+00:00,2030296278148456545,2029943687648616933,Emova_arg,@mercefliporace @Emova_arg @osvaldobazan @Kiwita Te convendria avisar a la terminal de subte avisando que se encontró una llave. Quizás fue a preguntar.,,0,0
MENCION_DIRECTA,2026-03-07 14:29:35+00:00,2030289765577166932,2030289765577166932,Emova_arg,Gente con baston y/o cochecitos de bebé quedan atrapados abajo sin poder subir.  ES UNA VERGÜENZA QUE TODAVIA NO LE HAYAN SACADO LA CONCESIÓN A @Emova_arg https://t.co/AfzwIwMzuQ,,0,0
MENCION_DIRECTA,2026-03-07 14:29:19+00:00,2030289698514444324,2030289698514444324,Emova_arg,@gcba no hace nada !!!!!! @jorgemacri @ibaistrocchi @Emova_arg #CABA #BuenosAires #Subte https://t.co/Dcm8iakGHd,,0,0
MENCION_DIRECTA,2026-03-07 14:24:59+00:00,2030288607911522474,2030288607911522474,Emova_arg,Lo que esta haciendo @Emova_arg con el SUBTE ES UN DESASTRE  !!!!!!! Nos dejan sin algunas estaciones solo para lavarles la cara. Cuando estan rotas miles de cosas en Estaciones abiertas. Todo esta sucio y sin mantenimiento. Que hacen con la plata de los aumentos desmesurados ??? https://t.co/T20LYq9N50,,1,0
MENCION_DIRECTA,2026-03-07 14:17:04+00:00,2030286615898112289,2030281293502517706,Emova_arg,@RobertoBarcala @Emova_arg @jorgemacri Mira @AguanteCerebro,,1,0
MENCION_DIRECTA,2026-03-07 13:55:55+00:00,2030281293502517706,2030281293502517706,Emova_arg,@Emova_arg @jorgemacri Renovaron la estacion Uruguay y no tiene escalera mecanica para salir en direccion a Rosas. Una verguenza. Discriminan al discapacitado. Espero respuesta. Tendre ue recurrir a hacer la denuncia correspondiente por discriminación,,1,0
MENCION_DIRECTA,2026-03-07 06:32:10+00:00,2030169618719879281,2029943687648616933,Emova_arg,@mercefliporace @abeijonb @Emova_arg @osvaldobazan @Kiwita Excelente,,0,0
MENCION_DIRECTA,2026-03-07 03:09:15+00:00,2030118554922520677,2030118554922520677,Emova_arg,"@Emova_arg  Estación Congreso, Linea A. Los cables... https://t.co/kGMbAnNV85",,0,0
MENCION_DIRECTA,2026-03-07 02:16:22+00:00,2030105243598369081,2030105243598369081,Emova_arg,"@Emova_arg  los 6 meses d pza Italia no alcanzaron para,poner los carteles Led y tampoco para q ande la escalera mecánica q da a gurruchaga che es en serio esto,?",,0,0
MENCION_DIRECTA,2026-03-06 23:27:19+00:00,2030062701506973935,2030062701506973935,Emova_arg,@Emova_arg no funcionan los lectores de QR. Estación Córdoba línea H. Hoy a la mañana tampoco en Río de Janeiro línea A (hacia Plaza de Mayo). El miércoles Primera Junta línea A hacia Plaza de Mayo. Tenes que estar acercándote y alejándote y en distintos ángulos y ni así lo lee.,,0,0
MENCION_DIRECTA,2026-03-06 23:17:09+00:00,2030060144353034422,2029943687648616933,Emova_arg,@MsWhiteMD @mercefliporace @Adry1BC @Emova_arg @osvaldobazan @Kiwita @lagarzasosa_ Cambiarlas las tiene que cambiar igual.,,0,0
MENCION_DIRECTA,2026-03-06 22:59:31+00:00,2030055705433325818,2029943687648616933,Emova_arg,@mercefliporace @Majitoo013 @Emova_arg @osvaldobazan @Kiwita @lagarzasosa_ Muy buena tu actitud...todo vuelve!👏👏,,1,0
MENCION_DIRECTA,2026-03-06 22:52:11+00:00,2030053862212587708,2029943687648616933,Emova_arg,@MsWhiteMD @mercefliporace @Adry1BC @Emova_arg @osvaldobazan @Kiwita @lagarzasosa_ Para hacer una maldad por lo menos.  Puede hacer daño si es un delincuente.  Cuando se pierden las llaves no conviene ir a buscarlas salvo fuerza mayor.,,1,0
MENCION_DIRECTA,2026-03-06 22:46:49+00:00,2030052510824644998,2029931543590826422,Emova_arg,@kritinestore @Emova_arg no tengo pruebas pero tampoco dudas,,1,0
MENCION_DIRECTA,2026-03-06 22:43:15+00:00,2030051613784588598,2029931543590826422,Emova_arg,@VideoCarral @Emova_arg Pero seguro Que lo pagaron Cómo una obra  De Miguel Ángel  IMVESTIGUEMOS.,,0,0
MENCION_DIRECTA,2026-03-06 22:16:39+00:00,2030044916923937268,2029943687648616933,Emova_arg,@lucifolino @mercefliporace @Adry1BC @Emova_arg @osvaldobazan @Kiwita @lagarzasosa_ Y pero sin direccion para que le sirve al otro?,,2,0
MENCION_DIRECTA,2026-03-06 22:02:20+00:00,2030041313219936557,2029943687648616933,Emova_arg,@mercefliporace @Emova_arg @osvaldobazan @Kiwita @lagarzasosa_ Sab Benito habría puertas?,,1,0
MENCION_DIRECTA,2026-03-06 21:36:33+00:00,2030034825533386756,2029943687648616933,Emova_arg,"@lucifolino @mercefliporace @Adry1BC @Emova_arg @osvaldobazan @Kiwita @lagarzasosa_ Si no tiene dirección,  no hay ningun problema",,2,0
MENCION_DIRECTA,2026-03-06 20:37:55+00:00,2030020072773648410,2030020072773648410,Emova_arg,"@Emova_arg están llamando a un chiquito que se perdió por altavoces, podrían mejorar el audio para que entienda donde tiene que ir... #subte",,0,0
MENCION_DIRECTA,2026-03-06 20:26:49+00:00,2030017277433676056,2030017277433676056,Emova_arg,"@Emova_arg por favor, a veces parece que  se olvidan de prender el aire en los subtes de la línea B. Es imposible viajar así, asfixian!! Si no funcionan en la formación, SÁQUENLA DE CIRCULACIÓN HASTA ARREGLAR. Gracias!",,0,0
MENCION_DIRECTA,2026-03-06 20:14:01+00:00,2030014058020127129,2030012989575700812,Emova_arg,"@lollapaloozaar Una pregunta, va a haber tren como todos los años? Y dado que no está llegando a Retiro, que chance hay de que el @gcba y @Emova_arg se pongan la 10 y haya subte desde Juramento para combinar con el tren? Es una idea nomas…",,1,0
MENCION_DIRECTA,2026-03-06 20:11:37+00:00,2030013450903028143,2029943687648616933,Emova_arg,@mercefliporace @Emova_arg @osvaldobazan @Kiwita @lagarzasosa_ Que cuando las encuentre las esterilice porque con la mugre que hay en ese tapizado Dios mío cómo está esa llave,,0,0
MENCION_DIRECTA,2026-03-06 20:05:55+00:00,2030012017377947731,2029943687648616933,Emova_arg,@mercefliporace @Oscar15653 @Emova_arg @osvaldobazan @Kiwita @lagarzasosa_ Mirá a los 3 teresos que arrobas!!🫢,,7,1
MENCION_DIRECTA,2026-03-06 18:36:20+00:00,2029989474076106893,2029943687648616933,Emova_arg,"@quedecis01 @lucifolino @mercefliporace @Adry1BC @Emova_arg @osvaldobazan @Kiwita @lagarzasosa_ Venía a decir lo mismo, no sabría sus cerraduras. A menos q le gusten los llaveros. Y pienso q sin fotos, también las podrían pedir. Yo las hubiese llevado a la policía,l@ acompañan para ver si son de ahí. Yo aunque así fuese, le pediría q me diga q hay en la heladera o algo así",,2,0
MENCION_DIRECTA,2026-03-06 18:32:07+00:00,2029988413210804266,2029943687648616933,Emova_arg,@mercefliporace @Emova_arg @osvaldobazan @Kiwita @lagarzasosa_ Son de @Kiwita 😂😍,,1,0
MENCION_DIRECTA,2026-03-06 18:17:12+00:00,2029984658293760183,2029984658293760183,Emova_arg,"@Emova_arg @jorgemacri línea D desastre molinetes insuficientes, perdes el tren haciendo COLA PARA PODER PAGAR, un servicio que viene  cuando quiere y el aire solo si tenes MUCHA SUERTE.",,0,0
MENCION_DIRECTA,2026-03-06 18:11:13+00:00,2029983152152924200,2029943687648616933,Emova_arg,@lucifolino @mercefliporace @Adry1BC @Emova_arg @osvaldobazan @Kiwita @lagarzasosa_ y de qué le servirían si no sabe en qué domicilio hacerlas girar?,,4,0
