tipo,fecha,id_conversacion,texto_usuario,texto_referencia,likes,rts
REACCION,2026-02-13 19:24:05+00:00,2022345846743064632,"@basubte No puedo ir y volver porque tengo que combinar, ustedes gobiernan como siempre para una parte ínfima de la población de esta ciudad","Este viernes, sábado y domingo toca Bad Bunny en River, y podés ir y volver en Subte.  La Línea D funcionará los tres días con horario extendido hasta la 1:30 h. Único ingreso por C. de Tucumán.  Las estaciones habilitadas para bajar son Olleros, Palermo, Pueyrredón y 9 de julio. https://t.co/RtygUAhz7e",2,0
REACCION,2026-02-13 19:10:24+00:00,2022345846743064632,@basubte CON LA TUYA CONTRIBUYENTE,"Este viernes, sábado y domingo toca Bad Bunny en River, y podés ir y volver en Subte.  La Línea D funcionará los tres días con horario extendido hasta la 1:30 h. Único ingreso por C. de Tucumán.  Las estaciones habilitadas para bajar son Olleros, Palermo, Pueyrredón y 9 de julio. https://t.co/RtygUAhz7e",5,0
REACCION,2026-02-13 19:07:38+00:00,2022345846743064632,"@basubte Hijos de puta, la estación de Plaza Italia ya está cerrada hace 7 meses y sigue cerrada porque en la obra hay solo dos obreros trabajando, manga de vagos corruptos hijos de puta","Este viernes, sábado y domingo toca Bad Bunny en River, y podés ir y volver en Subte.  La Línea D funcionará los tres días con horario extendido hasta la 1:30 h. Único ingreso por C. de Tucumán.  Las estaciones habilitadas para bajar son Olleros, Palermo, Pueyrredón y 9 de julio. https://t.co/RtygUAhz7e",10,0
REACCION,2026-02-13 17:06:39+00:00,2022345846743064632,@basubte Por fin agarro la pala black macri,"Este viernes, sábado y domingo toca Bad Bunny en River, y podés ir y volver en Subte.  La Línea D funcionará los tres días con horario extendido hasta la 1:30 h. Único ingreso por C. de Tucumán.  Las estaciones habilitadas para bajar son Olleros, Palermo, Pueyrredón y 9 de julio. https://t.co/RtygUAhz7e",1,0
REACCION,2026-02-13 16:28:17+00:00,2022345846743064632,@basubte ¿Cuando va a abrir las estaciones cerradas? https://t.co/H1piGC3iWN,"Este viernes, sábado y domingo toca Bad Bunny en River, y podés ir y volver en Subte.  La Línea D funcionará los tres días con horario extendido hasta la 1:30 h. Único ingreso por C. de Tucumán.  Las estaciones habilitadas para bajar son Olleros, Palermo, Pueyrredón y 9 de julio. https://t.co/RtygUAhz7e",13,0
ANUNCIO,2026-02-12 17:39:15+00:00,2022002572874379763,"🐰 EXTENsIÓN HOrARIA - LÍnEA d  Este viernes, sábado y domingo toca toca Bad Bunny en River, y la Línea D funcionará los tres días con horario extendido hasta la 1:30 a.m.  #subte #buenosaires #badbunny #dtmf https://t.co/PNJUtSj7LL",,3858,142
REACCION,2026-02-15 15:36:33+00:00,2022002572874379763,"@sfederse @basubte NO, PARA QUE, ESTA OCUPADO EN OTRAS COSAS EL SR. @jorgemacri en nada que nos favorezca OBVIO","🐰 EXTENsIÓN HOrARIA - LÍnEA d  Este viernes, sábado y domingo toca toca Bad Bunny en River, y la Línea D funcionará los tres días con horario extendido hasta la 1:30 a.m.  #subte #buenosaires #badbunny #dtmf https://t.co/PNJUtSj7LL",0,0
REACCION,2026-02-14 02:24:15+00:00,2022002572874379763,@basubte El único emova que ilumina es el que arde,"🐰 EXTENsIÓN HOrARIA - LÍnEA d  Este viernes, sábado y domingo toca toca Bad Bunny en River, y la Línea D funcionará los tres días con horario extendido hasta la 1:30 a.m.  #subte #buenosaires #badbunny #dtmf https://t.co/PNJUtSj7LL",0,0
REACCION,2026-02-14 01:45:10+00:00,2022002572874379763,@basubte Pero nadie irá a ver a ese latino pelotudo,"🐰 EXTENsIÓN HOrARIA - LÍnEA d  Este viernes, sábado y domingo toca toca Bad Bunny en River, y la Línea D funcionará los tres días con horario extendido hasta la 1:30 a.m.  #subte #buenosaires #badbunny #dtmf https://t.co/PNJUtSj7LL",0,0
REACCION,2026-02-14 01:41:27+00:00,2022002572874379763,@magistralarg @basubte Enseñale a Jorge Macri entonces que tiene la ciudad con el mayor presupuesto pero no le rinde ni un poco 🙏🏼,"🐰 EXTENsIÓN HOrARIA - LÍnEA d  Este viernes, sábado y domingo toca toca Bad Bunny en River, y la Línea D funcionará los tres días con horario extendido hasta la 1:30 a.m.  #subte #buenosaires #badbunny #dtmf https://t.co/PNJUtSj7LL",0,0
